240	CLEVR_train_000024.png	large	The red shiny object that is the same shape as the small blue object is what size?
241	CLEVR_train_000024.png	cylinder	What shape is the small shiny object that is on the right side of the large rubber object that is behind the small blue shiny cube?
242	CLEVR_train_000024.png	small	What is the size of the blue metallic cube?
243	CLEVR_train_000024.png	cube	What is the shape of the tiny blue shiny thing?
244	CLEVR_train_000024.png	no	Does the large red matte object have the same shape as the small thing right of the tiny metallic cube?
250	CLEVR_train_000025.png	1	How many metallic objects are either blocks or small blue balls?
251	CLEVR_train_000025.png	no	Are there any other tiny spheres made of the same material as the blue ball?
252	CLEVR_train_000025.png	metal	What is the green cylinder made of?
253	CLEVR_train_000025.png	cube	The tiny red object that is in front of the small shiny thing right of the small block behind the big green thing is what shape?
254	CLEVR_train_000025.png	no	Are there more small cyan cubes that are right of the blue matte object than big brown matte cubes?
260	CLEVR_train_000026.png	no	Does the shiny cylinder have the same size as the purple object behind the small cyan shiny thing?
261	CLEVR_train_000026.png	yes	Is there any other thing that is the same material as the cyan object?
262	CLEVR_train_000026.png	yes	There is a yellow metallic ball that is in front of the big blue object; is it the same size as the yellow metallic thing behind the blue metallic cylinder?
263	CLEVR_train_000026.png	2	What number of big things are metallic balls or cyan rubber cubes?
264	CLEVR_train_000026.png	2	How many things are both to the right of the cylinder and on the left side of the tiny shiny ball?
270	CLEVR_train_000027.png	rubber	What is the red block made of?
271	CLEVR_train_000027.png	small	There is a purple matte object that is the same shape as the large brown object; what is its size?
272	CLEVR_train_000027.png	4	What number of other objects are the same material as the gray thing?
273	CLEVR_train_000027.png	yes	Are there the same number of big gray spheres to the left of the red cube and tiny cubes?
274	CLEVR_train_000027.png	no	There is a shiny thing in front of the brown shiny object; is its size the same as the tiny shiny sphere?
280	CLEVR_train_000028.png	no	Are there any metallic things right of the large metal object?
281	CLEVR_train_000028.png	no	Are there the same number of cyan metallic things on the left side of the small rubber thing and cylinders?
282	CLEVR_train_000028.png	small	What is the size of the other cyan object that is the same shape as the large cyan metallic object?
283	CLEVR_train_000028.png	yes	There is a small cyan object; is its shape the same as the purple matte object to the left of the blue rubber sphere?
284	CLEVR_train_000028.png	small	There is a purple rubber object that is left of the sphere that is in front of the brown thing; how big is it?
290	CLEVR_train_000029.png	small	What is the size of the object that is behind the yellow object?
291	CLEVR_train_000029.png	sphere	The large metallic object is what shape?
292	CLEVR_train_000029.png	yes	Do the metal thing that is behind the cyan thing and the matte object behind the tiny matte cube have the same size?
293	CLEVR_train_000029.png	large	What is the size of the metal sphere that is right of the small purple rubber object in front of the purple rubber ball that is behind the red thing?
294	CLEVR_train_000029.png	cube	The thing that is left of the tiny object that is behind the rubber thing that is on the left side of the matte cylinder is what shape?
300	CLEVR_train_000030.png	metal	What material is the big block that is to the left of the big gray rubber block in front of the cyan metallic object to the left of the yellow rubber cylinder?
301	CLEVR_train_000030.png	large	What is the size of the cube that is both behind the yellow rubber sphere and in front of the small red rubber object?
302	CLEVR_train_000030.png	yes	Do the small metal thing and the small yellow matte thing have the same shape?
303	CLEVR_train_000030.png	cylinder	There is a red thing that is the same material as the big cyan block; what is its shape?
304	CLEVR_train_000030.png	0	What number of big objects are either red things or yellow cylinders?
310	CLEVR_train_000031.png	cube	There is a tiny rubber thing that is the same color as the large metal object; what shape is it?
311	CLEVR_train_000031.png	yes	Is there any other thing that has the same color as the large metal sphere?
312	CLEVR_train_000031.png	yes	Is the color of the small metallic object the same as the tiny matte block that is in front of the small gray rubber block?
313	CLEVR_train_000031.png	cylinder	What shape is the small purple thing?
314	CLEVR_train_000031.png	1	How many matte things are the same color as the ball?
