workerid	tracked	image	question	response	expected_response	slide_number	id
0	[[210.92868041992188, 85.18641662597656], [159.92819213867188, 252.198974609375], [160.48863220214844, 252.198974609375], [161.60952758789062, 252.75942993164062], [178.42286682128906, 279.6607666015625], [176.7415313720703, 275.7376708984375], [267.5335998535156, 271.2541198730469]]	CLEVR_train_000000.png	What material is the big object that is right of the brown cylinder and left of the large brown sphere?	rubber	rubber	14	3
0	[[158.24685668945312, 175.97848510742188], [185.14820861816406, 209.0447235107422], [134.7081756591797, 155.2420196533203], [135.26861572265625, 155.80245971679688], [135.82907104492188, 155.80245971679688], [135.82907104492188, 155.80245971679688], [136.38951110839844, 155.80245971679688], [136.949951171875, 153.000244140625], [139.75218200683594, 145.1540069580078], [141.99395751953125, 139.549560546875], [142.5543975830078, 136.1868896484375], [142.5543975830078, 136.1868896484375], [143.11485290527344, 132.82421875], [141.99395751953125, 126.09888458251953], [138.63128662109375, 116.01087951660156], [136.38951110839844, 111.5273208618164], [133.5872802734375, 107.60420989990234], [133.5872802734375, 107.60420989990234], [131.90594482421875, 104.80198669433594], [131.3455047607422, 104.24153900146484], [130.78506469726562, 104.80198669433594], [129.66416931152344, 105.9228744506836], [128.54327392578125, 108.1646499633789], [128.54327392578125, 108.1646499633789], [124.05972290039062, 112.64820861816406], [120.13661193847656, 114.32954406738281], [114.53215789794922, 111.5273208618164], [107.24637603759766, 107.04376220703125], [91.55392456054688, 94.15353393554688], [91.55392456054688, 94.15353393554688], [83.70769500732422, 90.23041534423828], [83.70769500732422, 89.66997528076172], [80.90547180175781, 92.47219848632812], [69.13612365722656, 99.75798034667969], [65.2130126953125, 101.43931579589844], [65.2130126953125, 101.43931579589844], [65.7734603881836, 101.43931579589844], [65.7734603881836, 100.87886810302734], [154.88418579101562, 137.3077850341797], [155.44464111328125, 137.3077850341797], [157.12596130371094, 137.86822509765625], [157.12596130371094, 137.86822509765625], [164.41175842285156, 139.549560546875], [189.63177490234375, 139.549560546875], [211.48912048339844, 137.86822509765625], [214.29135131835938, 138.42868041992188], [215.97267150878906, 140.11001586914062], [215.97267150878906, 140.11001586914062], [221.0166778564453, 145.1540069580078], [228.8629150390625, 156.92335510253906], [233.9069061279297, 159.16513061523438], [254.64337158203125, 153.56068420410156], [264.1709289550781, 153.000244140625], [264.1709289550781, 153.000244140625], [260.8082580566406, 159.7255859375], [258.5664978027344, 161.9673614501953], [253.52247619628906, 156.92335510253906], [236.70913696289062, 126.09888458251953], [221.0166778564453, 116.01087951660156], [221.0166778564453, 116.01087951660156], [192.43399047851562, 109.84598541259766], [163.85130310058594, 109.84598541259766], [154.32374572753906, 103.12065124511719], [153.20285034179688, 91.91175079345703], [156.0050811767578, 86.30730438232422], [156.0050811767578, 86.30730438232422], [153.20285034179688, 84.06552124023438], [140.3126220703125, 77.90062713623047], [134.7081756591797, 79.02152252197266], [125.18061065673828, 81.82374572753906], [113.97171783447266, 85.18641662597656], [113.97171783447266, 85.18641662597656], [103.88370513916016, 85.74685668945312], [96.5979232788086, 84.62596893310547], [84.82858276367188, 84.06552124023438], [59.60856246948242, 83.50508117675781], [54.56455993652344, 87.98863983154297], [54.56455993652344, 87.98863983154297], [49.52055740356445, 94.71397399902344], [52.88322448730469, 92.47219848632812], [65.2130126953125, 94.15353393554688], [175.6206512451172, 96.39530944824219], [176.18109130859375, 95.27442169189453], [176.18109130859375, 95.27442169189453], [205.88467407226562, 85.74685668945312], [254.0829315185547, 75.65885162353516], [285.46783447265625, 85.74685668945312], [275.37982177734375, 104.24153900146484], [260.8082580566406, 100.31842803955078], [260.8082580566406, 100.31842803955078], [273.1380615234375, 104.80198669433594], [275.9402770996094, 110.40643310546875], [286.0282897949219, 123.85710906982422], [294.9953918457031, 131.1428985595703], [284.3469543457031, 147.3957977294922], [284.3469543457031, 147.3957977294922], [293.3140563964844, 169.25314331054688], [300.599853515625, 169.81358337402344], [272.01715087890625, 192.23138427734375], [233.9069061279297, 207.36338806152344], [211.48912048339844, 209.0447235107422], [211.48912048339844, 209.0447235107422], [192.99444580078125, 197.83583068847656], [172.81842041015625, 195.59405517578125], [143.11485290527344, 179.34115600585938], [133.02684020996094, 178.2202606201172], [137.51040649414062, 186.0664825439453], [137.51040649414062, 186.0664825439453], [108.9277114868164, 155.80245971679688], [85.38903045654297, 135.06600952148438], [75.86146545410156, 124.41755676269531], [108.36726379394531, 137.3077850341797], [105.5650405883789, 138.98912048339844], [105.5650405883789, 138.98912048339844], [100.52104187011719, 136.74734497070312], [90.99347686767578, 125.53844451904297], [100.52104187011719, 139.549560546875], [189.07131958007812, 274.05633544921875], [270.8962707519531, 271.8145446777344], [270.8962707519531, 271.8145446777344]]	CLEVR_train_000027.png	There is a shiny thing in front of the brown shiny object; is its size the same as the tiny shiny sphere?	no	no	15	274
0	[[150.96107482910156, 140.6704559326172], [151.52151489257812, 140.6704559326172], [206.4451141357422, 139.549560546875], [207.00555419921875, 140.11001586914062], [207.00555419921875, 140.11001586914062], [207.56600952148438, 140.6704559326172], [208.12644958496094, 140.6704559326172], [209.24734497070312, 140.6704559326172], [209.24734497070312, 140.6704559326172], [209.8077850341797, 141.23089599609375], [210.36822509765625, 141.23089599609375], [212.049560546875, 141.23089599609375], [212.049560546875, 141.23089599609375], [212.61001586914062, 141.23089599609375], [213.73089599609375, 141.23089599609375], [215.4122314453125, 141.79135131835938], [218.77490234375, 142.35179138183594], [218.77490234375, 142.35179138183594], [220.45623779296875, 142.35179138183594], [221.0166778564453, 142.35179138183594], [222.69801330566406, 143.47267150878906], [222.69801330566406, 143.47267150878906], [224.93978881835938, 144.0331268310547], [226.62112426757812, 144.0331268310547], [230.54425048828125, 143.47267150878906], [230.54425048828125, 143.47267150878906], [234.4673614501953, 142.9122314453125], [236.14869689941406, 143.47267150878906], [238.95091247558594, 144.0331268310547], [240.07180786132812, 144.59356689453125], [240.07180786132812, 144.59356689453125], [240.07180786132812, 145.1540069580078], [240.6322479248047, 145.1540069580078], [237.2695770263672, 95.27442169189453], [237.2695770263672, 95.27442169189453], [237.8300323486328, 94.71397399902344], [238.95091247558594, 94.15353393554688], [240.6322479248047, 91.91175079345703], [240.6322479248047, 91.91175079345703], [243.43447875976562, 88.54907989501953], [246.79714965820312, 78.46107482910156], [246.79714965820312, 77.3401870727539], [245.67625427246094, 77.90062713623047], [245.67625427246094, 77.90062713623047], [245.11581420898438, 78.46107482910156], [242.87403869628906, 82.94463348388672], [240.07180786132812, 85.74685668945312], [240.07180786132812, 85.74685668945312], [234.4673614501953, 89.10952758789062], [228.30245971679688, 87.98863983154297], [221.57713317871094, 86.86774444580078], [221.57713317871094, 86.86774444580078], [211.48912048339844, 86.86774444580078], [208.6868896484375, 87.42819213867188], [200.84066772460938, 87.98863983154297], [195.79666137695312, 87.42819213867188], [195.79666137695312, 87.42819213867188], [185.14820861816406, 89.66997528076172], [171.69754028320312, 94.71397399902344], [158.8072967529297, 101.43931579589844], [158.8072967529297, 101.43931579589844], [146.47752380371094, 109.2855453491211], [139.1917266845703, 113.76910400390625], [125.74105834960938, 124.41755676269531], [125.74105834960938, 124.41755676269531], [123.49927520751953, 126.09888458251953], [123.49927520751953, 127.21977996826172], [129.66416931152344, 139.549560546875], [129.10372924804688, 147.95623779296875], [129.10372924804688, 147.95623779296875], [131.3455047607422, 159.16513061523438], [148.71929931640625, 168.1322479248047], [170.01620483398438, 169.81358337402344], [170.01620483398438, 169.81358337402344], [194.67578125, 150.19801330566406], [207.56600952148438, 133.38467407226562], [200.84066772460938, 118.2526626586914], [200.84066772460938, 118.2526626586914], [183.4668731689453, 102.5602035522461], [169.45574951171875, 97.51619720458984], [153.7633056640625, 93.59308624267578], [131.90594482421875, 91.91175079345703], [131.90594482421875, 91.91175079345703], [99.9605941772461, 86.30730438232422], [82.02635955810547, 87.42819213867188], [76.98235321044922, 89.66997528076172], [76.98235321044922, 89.66997528076172], [64.6525650024414, 95.83486938476562], [55.125003814697266, 98.63709259033203], [88.19125366210938, 105.9228744506836], [88.19125366210938, 105.9228744506836], [135.26861572265625, 118.81310272216797], [165.5326385498047, 124.97799682617188], [228.8629150390625, 146.27490234375], [255.2038116455078, 160.84646606445312], [255.2038116455078, 160.84646606445312], [270.8962707519531, 156.3629150390625], [278.74249267578125, 151.31890869140625], [288.83050537109375, 135.06600952148438], [288.83050537109375, 135.06600952148438], [288.2700500488281, 111.5273208618164], [286.0282897949219, 95.83486938476562], [255.76426696777344, 80.7028579711914], [255.76426696777344, 80.7028579711914], [222.1375732421875, 76.21929931640625], [210.36822509765625, 80.14241027832031], [199.7197723388672, 80.7028579711914], [199.15933227539062, 80.7028579711914], [199.15933227539062, 80.7028579711914], [192.43399047851562, 80.7028579711914], [191.87355041503906, 80.7028579711914], [196.9175567626953, 268.4518737792969], [196.9175567626953, 268.4518737792969], [274.2589416503906, 266.2101135253906]]	CLEVR_train_000006.png	There is a cylinder that is right of the cylinder that is behind the large metal cylinder; what is it made of?	rubber	metal	16	64
0	[[185.70864868164062, 214.649169921875], [185.70864868164062, 214.08872985839844], [186.26910400390625, 213.52828979492188], [186.26910400390625, 213.52828979492188], [186.26910400390625, 212.4073944091797], [185.14820861816406, 209.60516357421875], [185.14820861816406, 209.60516357421875], [184.02732849121094, 207.92384338378906], [182.90643310546875, 206.80294799804688], [180.66465759277344, 204.56117248535156], [180.66465759277344, 204.56117248535156], [179.54376220703125, 203.44027709960938], [178.42286682128906, 202.3193817138672], [178.42286682128906, 202.3193817138672], [176.18109130859375, 200.07760620117188], [173.93931579589844, 198.95672607421875], [174.499755859375, 199.5171661376953], [174.499755859375, 199.5171661376953], [175.6206512451172, 200.07760620117188], [177.30198669433594, 200.63804626464844], [177.30198669433594, 200.63804626464844], [178.9833221435547, 200.63804626464844], [179.54376220703125, 201.19850158691406], [184.02732849121094, 204.56117248535156], [184.02732849121094, 204.56117248535156], [185.70864868164062, 205.12161254882812], [222.1375732421875, 193.35226440429688], [222.1375732421875, 193.35226440429688], [222.69801330566406, 193.35226440429688], [223.2584686279297, 193.35226440429688], [224.3793487548828, 193.35226440429688], [224.3793487548828, 193.35226440429688], [225.500244140625, 193.9127197265625], [226.06068420410156, 194.47315979003906], [226.06068420410156, 194.47315979003906], [226.62112426757812, 195.03359985351562], [229.98379516601562, 196.1544952392578], [232.2255859375, 197.275390625], [232.2255859375, 197.275390625], [236.70913696289062, 202.3193817138672], [238.39047241210938, 205.12161254882812], [238.39047241210938, 205.12161254882812], [237.8300323486328, 205.12161254882812], [236.14869689941406, 209.60516357421875], [236.14869689941406, 211.84695434570312], [236.14869689941406, 211.84695434570312], [236.14869689941406, 211.2864990234375], [236.14869689941406, 207.92384338378906], [236.14869689941406, 207.92384338378906], [235.58824157714844, 206.2425079345703], [233.34646606445312, 101.999755859375], [233.9069061279297, 101.999755859375], [233.9069061279297, 101.999755859375], [234.4673614501953, 101.999755859375], [235.02780151367188, 101.999755859375], [235.02780151367188, 101.999755859375], [236.14869689941406, 101.999755859375], [240.07180786132812, 98.63709259033203], [249.03892517089844, 93.03263854980469], [249.03892517089844, 93.03263854980469], [251.28070068359375, 93.03263854980469], [258.00604248046875, 95.27442169189453], [258.00604248046875, 95.27442169189453], [258.5664978027344, 95.27442169189453], [259.1269226074219, 89.66997528076172], [259.1269226074219, 89.10952758789062], [259.1269226074219, 89.10952758789062], [259.6873779296875, 89.10952758789062], [278.74249267578125, 132.26377868652344], [278.74249267578125, 132.26377868652344], [278.74249267578125, 132.82421875], [279.8634033203125, 134.50555419921875], [284.3469543457031, 142.35179138183594], [284.3469543457031, 142.35179138183594], [287.7096252441406, 149.07713317871094], [289.3909606933594, 155.2420196533203], [289.3909606933594, 155.2420196533203], [288.83050537109375, 154.68157958984375], [287.7096252441406, 151.8793487548828], [287.7096252441406, 152.43978881835938], [287.7096252441406, 152.43978881835938], [287.149169921875, 154.12112426757812], [286.5887145996094, 154.12112426757812], [286.5887145996094, 154.12112426757812], [286.0282897949219, 154.12112426757812], [138.0708465576172, 166.45091247558594], [138.0708465576172, 165.89047241210938], [138.0708465576172, 165.89047241210938], [134.14773559570312, 156.3629150390625], [143.67529296875, 132.82421875], [143.67529296875, 132.82421875], [158.8072967529297, 125.53844451904297], [163.85130310058594, 119.37355041503906], [162.1699676513672, 109.84598541259766], [162.1699676513672, 109.84598541259766], [158.8072967529297, 104.80198669433594], [158.24685668945312, 104.80198669433594], [158.24685668945312, 104.80198669433594], [158.24685668945312, 104.24153900146484], [154.32374572753906, 101.999755859375], [152.6424102783203, 101.999755859375], [152.6424102783203, 101.999755859375], [152.6424102783203, 102.5602035522461], [84.82858276367188, 116.57132720947266], [84.82858276367188, 116.57132720947266], [74.7405776977539, 100.31842803955078], [68.0152359008789, 94.71397399902344], [61.850345611572266, 93.03263854980469], [61.850345611572266, 93.03263854980469], [55.68545150756836, 90.23041534423828], [43.35566329956055, 87.42819213867188], [43.35566329956055, 87.42819213867188], [43.916107177734375, 87.42819213867188], [61.28989791870117, 88.54907989501953], [172.2579803466797, 78.46107482910156], [172.2579803466797, 78.46107482910156], [172.2579803466797, 73.9775161743164], [180.66465759277344, 72.85662841796875], [180.66465759277344, 72.85662841796875], [191.3131103515625, 75.09840393066406], [195.23622131347656, 75.09840393066406], [211.48912048339844, 79.02152252197266], [211.48912048339844, 79.02152252197266], [171.1370849609375, 270.69366455078125], [269.775390625, 263.4078674316406], [269.775390625, 263.4078674316406], [272.01715087890625, 269.0123291015625]]	CLEVR_train_000010.png	There is a small matte cylinder; is it the same color as the tiny shiny cube that is behind the large red metallic ball?	yes	yes	17	100
0	[[249.03892517089844, 153.000244140625], [249.03892517089844, 152.43978881835938], [249.03892517089844, 152.43978881835938], [249.599365234375, 151.8793487548828], [250.15982055664062, 151.31890869140625], [250.15982055664062, 151.31890869140625], [250.15982055664062, 150.19801330566406], [250.15982055664062, 149.07713317871094], [250.15982055664062, 149.07713317871094], [250.15982055664062, 147.95623779296875], [250.15982055664062, 146.27490234375], [250.15982055664062, 146.27490234375], [250.15982055664062, 145.71446228027344], [251.84115600585938, 144.0331268310547], [251.84115600585938, 144.0331268310547], [254.0829315185547, 139.549560546875], [257.4455871582031, 133.38467407226562], [257.4455871582031, 133.38467407226562], [259.6873779296875, 128.34066772460938], [260.2478332519531, 124.97799682617188], [260.2478332519531, 124.97799682617188], [259.6873779296875, 121.05488586425781], [258.5664978027344, 118.81310272216797], [258.5664978027344, 118.81310272216797], [258.5664978027344, 117.69221496582031], [260.8082580566406, 113.76910400390625], [260.8082580566406, 113.76910400390625], [265.8522644042969, 110.96687316894531], [270.3358154296875, 107.60420989990234], [270.3358154296875, 107.60420989990234], [274.81939697265625, 105.3624267578125], [275.37982177734375, 103.68109130859375], [275.37982177734375, 103.68109130859375], [273.698486328125, 102.5602035522461], [272.01715087890625, 101.999755859375], [272.01715087890625, 101.999755859375], [269.2149353027344, 100.31842803955078], [268.65447998046875, 99.75798034667969], [268.65447998046875, 99.75798034667969], [268.65447998046875, 99.1975326538086], [195.23622131347656, 275.1772155761719], [195.23622131347656, 275.1772155761719], [266.9731750488281, 272.9354248046875]]	CLEVR_train_000025.png	The tiny red object that is in front of the small shiny thing right of the small block behind the big green thing is what shape?	square	cube	18	253
0	[[190.1922149658203, 61.087284088134766], [190.1922149658203, 61.647727966308594], [190.1922149658203, 61.647727966308594], [190.75265502929688, 62.20817565917969], [191.3131103515625, 62.768619537353516], [191.3131103515625, 62.768619537353516], [192.43399047851562, 63.329063415527344], [192.43399047851562, 63.329063415527344], [192.99444580078125, 63.88950729370117], [193.5548858642578, 65.0103988647461], [193.5548858642578, 65.0103988647461], [194.11532592773438, 65.57084655761719], [196.3571014404297, 66.69173431396484], [196.3571014404297, 66.69173431396484], [198.59889221191406, 68.3730697631836], [198.59889221191406, 68.3730697631836], [200.84066772460938, 70.6148452758789], [204.76377868652344, 73.9775161743164], [204.76377868652344, 73.9775161743164], [207.56600952148438, 76.21929931640625], [210.36822509765625, 78.46107482910156], [210.36822509765625, 78.46107482910156], [210.92868041992188, 79.02152252197266], [210.92868041992188, 79.02152252197266], [211.48912048339844, 79.58196258544922], [212.049560546875, 80.14241027832031], [212.049560546875, 80.14241027832031], [212.61001586914062, 80.14241027832031], [213.1704559326172, 80.7028579711914], [213.1704559326172, 80.7028579711914], [213.73089599609375, 81.26329803466797], [213.73089599609375, 81.26329803466797], [214.85179138183594, 82.38418579101562], [218.77490234375, 89.10952758789062], [218.77490234375, 89.10952758789062], [219.33534240722656, 90.23041534423828], [219.8957977294922, 90.79086303710938], [219.8957977294922, 90.79086303710938], [222.69801330566406, 94.15353393554688], [222.69801330566406, 94.15353393554688], [226.06068420410156, 97.51619720458984], [232.78602600097656, 105.3624267578125], [232.78602600097656, 105.3624267578125], [233.9069061279297, 105.3624267578125], [234.4673614501953, 105.3624267578125], [234.4673614501953, 105.3624267578125], [213.1704559326172, 272.9354248046875], [213.1704559326172, 272.9354248046875], [276.500732421875, 274.61676025390625]]	CLEVR_train_000007.png	Are there more green metal cubes on the right side of the tiny blue matte cube than big things in front of the large yellow object?	no	no	19	73
0	[[180.66465759277344, 211.2864990234375], [139.75218200683594, 89.10952758789062], [139.75218200683594, 89.10952758789062], [140.3126220703125, 89.10952758789062], [140.3126220703125, 89.10952758789062], [140.87306213378906, 89.66997528076172], [140.87306213378906, 90.23041534423828], [140.87306213378906, 90.23041534423828], [214.29135131835938, 77.3401870727539], [214.29135131835938, 77.3401870727539], [214.85179138183594, 77.3401870727539], [242.31358337402344, 154.68157958984375], [242.31358337402344, 154.68157958984375], [175.6206512451172, 200.63804626464844], [175.6206512451172, 200.63804626464844], [175.6206512451172, 200.07760620117188], [175.6206512451172, 200.07760620117188], [175.6206512451172, 199.5171661376953], [175.6206512451172, 198.95672607421875], [175.6206512451172, 198.95672607421875], [175.6206512451172, 197.275390625], [175.6206512451172, 197.275390625], [175.06021118164062, 196.71493530273438], [173.37887573242188, 194.47315979003906], [173.37887573242188, 194.47315979003906], [170.57664489746094, 189.98959350585938], [170.57664489746094, 189.98959350585938], [165.5326385498047, 178.78070068359375], [160.48863220214844, 174.29714965820312], [160.48863220214844, 174.29714965820312], [152.08197021484375, 167.01136779785156], [152.08197021484375, 167.01136779785156], [147.59840393066406, 162.52780151367188], [147.59840393066406, 162.52780151367188], [145.9170684814453, 160.84646606445312], [142.5543975830078, 155.2420196533203], [142.5543975830078, 155.2420196533203], [141.4335174560547, 153.000244140625], [141.4335174560547, 153.000244140625], [138.63128662109375, 149.6375732421875], [137.51040649414062, 149.6375732421875], [137.51040649414062, 149.6375732421875], [138.0708465576172, 149.6375732421875], [138.0708465576172, 149.6375732421875], [165.5326385498047, 273.4958801269531], [264.1709289550781, 270.1332092285156], [264.1709289550781, 270.1332092285156]]	CLEVR_train_000008.png	There is a matte sphere that is behind the ball that is in front of the rubber thing right of the small green matte object; what color is it?	blue	brown	20	83
0	[[201.96156311035156, 98.07664489746094], [201.40110778808594, 98.07664489746094], [201.40110778808594, 98.07664489746094], [200.84066772460938, 98.63709259033203], [200.84066772460938, 98.63709259033203], [200.2802276611328, 99.1975326538086], [200.2802276611328, 99.1975326538086], [200.2802276611328, 99.75798034667969], [200.2802276611328, 99.75798034667969], [199.7197723388672, 100.31842803955078], [199.15933227539062, 100.87886810302734], [199.15933227539062, 100.87886810302734], [198.59889221191406, 101.999755859375], [198.59889221191406, 101.999755859375], [198.03843688964844, 102.5602035522461], [198.03843688964844, 102.5602035522461], [197.47799682617188, 102.5602035522461], [197.47799682617188, 102.5602035522461], [197.47799682617188, 103.12065124511719], [198.03843688964844, 103.12065124511719], [198.03843688964844, 103.12065124511719], [198.59889221191406, 103.12065124511719], [198.59889221191406, 103.12065124511719], [199.15933227539062, 102.5602035522461], [199.15933227539062, 102.5602035522461], [199.7197723388672, 102.5602035522461], [199.7197723388672, 102.5602035522461], [200.2802276611328, 102.5602035522461], [200.2802276611328, 101.999755859375], [200.2802276611328, 101.999755859375], [200.84066772460938, 101.999755859375], [200.84066772460938, 101.999755859375], [143.67529296875, 97.51619720458984], [143.67529296875, 97.51619720458984], [143.11485290527344, 97.51619720458984], [143.11485290527344, 97.51619720458984], [142.5543975830078, 97.51619720458984], [273.1380615234375, 117.13176727294922], [273.1380615234375, 117.13176727294922], [273.698486328125, 117.13176727294922], [273.698486328125, 117.13176727294922], [274.2589416503906, 117.13176727294922], [274.2589416503906, 117.13176727294922], [275.9402770996094, 117.13176727294922], [275.9402770996094, 117.13176727294922], [277.6216125488281, 116.57132720947266], [278.18206787109375, 116.57132720947266], [278.18206787109375, 116.57132720947266], [286.5887145996094, 119.37355041503906], [286.5887145996094, 119.37355041503906], [297.2371826171875, 124.97799682617188], [297.2371826171875, 124.97799682617188], [298.3580627441406, 125.53844451904297], [298.3580627441406, 125.53844451904297], [297.7976379394531, 124.97799682617188], [287.7096252441406, 116.01087951660156], [287.7096252441406, 116.01087951660156], [278.18206787109375, 105.3624267578125], [278.18206787109375, 105.3624267578125], [273.698486328125, 99.1975326538086], [273.698486328125, 99.1975326538086], [269.2149353027344, 94.15353393554688], [269.2149353027344, 94.15353393554688], [260.2478332519531, 85.74685668945312], [247.91802978515625, 73.41706848144531], [247.91802978515625, 73.41706848144531], [246.79714965820312, 71.17529296875], [246.79714965820312, 71.17529296875], [244.55535888671875, 67.8126220703125], [244.55535888671875, 67.8126220703125], [243.9949188232422, 67.8126220703125], [243.9949188232422, 67.8126220703125], [241.75314331054688, 66.69173431396484], [238.95091247558594, 65.0103988647461], [238.95091247558594, 65.0103988647461], [233.34646606445312, 61.647727966308594], [233.34646606445312, 61.647727966308594], [233.9069061279297, 62.20817565917969], [233.9069061279297, 62.20817565917969], [233.9069061279297, 62.768619537353516], [233.9069061279297, 62.768619537353516], [233.34646606445312, 63.329063415527344], [184.02732849121094, 268.4518737792969], [184.02732849121094, 268.4518737792969], [268.65447998046875, 271.8145446777344], [268.65447998046875, 271.8145446777344]]	CLEVR_train_000015.png	There is a metal object that is to the right of the yellow thing; is its shape the same as the large rubber thing to the left of the rubber block?	yes	yes	21	152
0	[[209.8077850341797, 176.53892517089844], [209.24734497070312, 175.97848510742188], [209.24734497070312, 175.97848510742188], [208.6868896484375, 175.41802978515625], [208.6868896484375, 175.41802978515625], [207.56600952148438, 174.8575897216797], [207.56600952148438, 174.8575897216797], [205.88467407226562, 173.7366943359375], [205.88467407226562, 173.7366943359375], [200.84066772460938, 171.4949188232422], [200.84066772460938, 171.4949188232422], [197.47799682617188, 169.25314331054688], [197.47799682617188, 169.25314331054688], [177.8624267578125, 154.12112426757812], [177.8624267578125, 154.12112426757812], [154.88418579101562, 135.62644958496094], [154.88418579101562, 135.62644958496094], [150.400634765625, 131.70333862304688], [150.400634765625, 131.70333862304688], [142.5543975830078, 121.61532592773438], [140.3126220703125, 118.81310272216797], [140.3126220703125, 118.81310272216797], [136.38951110839844, 116.01087951660156], [136.38951110839844, 116.01087951660156], [122.37838745117188, 107.04376220703125], [122.37838745117188, 107.04376220703125], [122.37838745117188, 107.60420989990234], [122.37838745117188, 107.60420989990234], [121.81793975830078, 108.1646499633789], [121.81793975830078, 108.1646499633789], [121.25749969482422, 107.60420989990234], [121.25749969482422, 107.60420989990234], [117.89482879638672, 104.80198669433594], [117.89482879638672, 104.80198669433594], [103.88370513916016, 92.47219848632812], [103.88370513916016, 92.47219848632812], [98.27925872802734, 88.54907989501953], [98.27925872802734, 88.54907989501953], [97.15837097167969, 89.66997528076172], [98.83970642089844, 91.35131072998047], [98.83970642089844, 91.35131072998047], [102.7628173828125, 95.83486938476562], [102.7628173828125, 95.83486938476562], [109.4881591796875, 95.27442169189453], [109.4881591796875, 95.27442169189453], [316.8527526855469, 111.5273208618164], [316.8527526855469, 111.5273208618164], [317.4132080078125, 111.5273208618164], [317.4132080078125, 111.5273208618164], [316.8527526855469, 111.5273208618164], [316.8527526855469, 111.5273208618164], [315.73187255859375, 111.5273208618164], [315.73187255859375, 111.5273208618164], [315.1714172363281, 111.5273208618164], [315.1714172363281, 111.5273208618164], [310.6878662109375, 101.43931579589844], [310.6878662109375, 101.43931579589844], [317.9736328125, 88.54907989501953], [316.29229736328125, 90.23041534423828], [316.29229736328125, 90.23041534423828], [310.1274108886719, 98.63709259033203], [310.1274108886719, 98.63709259033203], [309.00653076171875, 100.87886810302734], [309.00653076171875, 100.87886810302734], [303.4020690917969, 103.12065124511719], [303.4020690917969, 103.12065124511719], [301.1603088378906, 101.43931579589844], [301.1603088378906, 101.43931579589844], [300.599853515625, 101.43931579589844], [300.599853515625, 101.43931579589844], [297.7976379394531, 103.68109130859375], [297.7976379394531, 103.68109130859375], [301.1603088378906, 109.2855453491211], [301.1603088378906, 109.2855453491211], [266.4127197265625, 93.59308624267578], [266.4127197265625, 93.59308624267578], [256.8851623535156, 91.91175079345703], [207.56600952148438, 80.7028579711914], [207.56600952148438, 80.7028579711914], [195.79666137695312, 73.9775161743164], [195.79666137695312, 73.9775161743164], [194.67578125, 71.7357406616211], [194.67578125, 71.7357406616211], [193.5548858642578, 71.7357406616211], [193.5548858642578, 71.7357406616211], [180.1042022705078, 58.84550476074219], [180.1042022705078, 58.84550476074219], [159.92819213867188, 65.0103988647461], [159.92819213867188, 65.0103988647461], [159.92819213867188, 64.449951171875], [159.92819213867188, 64.449951171875], [198.03843688964844, 70.05440521240234], [198.03843688964844, 70.05440521240234], [189.63177490234375, 73.9775161743164], [189.63177490234375, 73.9775161743164], [205.32421875, 75.65885162353516], [237.2695770263672, 81.82374572753906], [237.2695770263672, 81.82374572753906], [247.3575897216797, 80.7028579711914], [247.3575897216797, 80.7028579711914], [194.11532592773438, 269.5727844238281], [194.11532592773438, 269.5727844238281], [266.4127197265625, 274.05633544921875], [266.4127197265625, 274.05633544921875]]	CLEVR_train_000013.png	Are there fewer large red metallic cylinders on the left side of the small gray rubber thing than metallic cylinders behind the large blue cylinder?	no	no	22	134
0	[[204.76377868652344, 268.4518737792969], [204.76377868652344, 268.4518737792969], [275.9402770996094, 271.8145446777344], [275.9402770996094, 271.8145446777344], [836, 151], [836, 151], [887, 152], [887, 152], [952, 206], [952, 206], [936, 244], [936, 244], [951, 297], [951, 297], [974, 389], [974, 389], [931, 464], [931, 464], [930, 584], [930, 584]]	CLEVR_train_000026.png	There is a yellow metallic ball that is in front of the big blue object; is it the same size as the yellow metallic thing behind the blue metallic cylinder?	no	yes	23	262
1	[]	CLEVR_train_000020.png	What is the small gray ball made of?	matte rubber	rubber	4	202
1	[]	CLEVR_train_000024.png	What is the size of the blue metallic cube?	small	small	5	242
1	[[180.1042022705078, 272.375]]	CLEVR_train_000022.png	What number of big gray shiny things are there?	1	1	6	224
1	[[195.79666137695312, 274.05633544921875]]	CLEVR_train_000028.png	Are there any metallic things right of the large metal object?	no	no	7	280
1	[[186.8295440673828, 82.94463348388672], [203.0824432373047, 270.1332092285156]]	CLEVR_train_000006.png	How many other objects are the same material as the blue object?	2	2	8	60
1	[[300.599853515625, 123.29666137695312], [135.82907104492188, 118.2526626586914], [135.26861572265625, 118.81310272216797], [91.55392456054688, 118.2526626586914], [273.1380615234375, 272.375]]	CLEVR_train_000027.png	What number of other objects are the same material as the gray thing?	4	4	9	272
1	[[182.3459930419922, 273.4958801269531], [269.775390625, 272.9354248046875]]	CLEVR_train_000026.png	Is there any other thing that is the same material as the cyan object?	yes	yes	10	261
1	[[199.15933227539062, 270.69366455078125], [275.37982177734375, 269.0123291015625]]	CLEVR_train_000016.png	The matte thing that is the same size as the gray cylinder is what color?	yellow	yellow	11	164
